City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,knoxville,35.9606,-83.9207,22.36,67,0,3.09,US,1728833623
364,hithadhoo,-0.6,73.0833,28.39,73,74,4.67,MV,1728833691
365,praia da vitoria,38.7333,-27.0667,20.14,94,75,5.26,PT,1728833871
366,le port,-20.9373,55.2919,22.0,82,78,1.98,RE,1728833872
367,chabua,27.4825,95.1736,21.31,94,9,0.93,IN,1728833874
368,antonio enes,-16.2325,39.9086,25.64,77,0,3.23,MZ,1728833875
369,charters towers,-20.1,146.2667,18.97,87,69,5.0,AU,1728833876
370,clarksville,36.5298,-87.3595,24.41,58,0,7.2,US,1728833878
371,isla mujeres,21.2311,-86.731,29.03,81,31,2.47,MX,1728833879
372,bucerias,20.75,-105.3333,29.99,74,75,0.0,MX,1728833880
373,hafnarfjordur,64.0671,-21.9377,3.93,35,0,4.12,IS,1728833882
374,vadso,70.0744,29.7487,7.09,81,100,10.8,NO,1728833883
375,guangshui,31.6199,113.9978,16.66,93,100,0.72,CN,1728833885
376,tralee,52.2704,-9.7026,12.14,82,75,5.14,IE,1728833886
377,mejit,10.2753,170.8646,28.27,77,12,6.34,MH,1728833889
378,kidal,18.4411,1.4078,39.23,9,32,6.27,ML,1728833890
379,midvagur,62.0511,-7.1939,3.46,70,70,3.6,FO,1728833891
380,umm kaddadah,13.6017,26.6876,34.52,22,69,1.3,SD,1728833892
381,pemangkat,1.1667,108.9667,27.71,76,100,2.17,ID,1728833894
382,manmad,20.25,74.45,26.0,76,68,2.98,IN,1728833895
383,sibundoy,1.2048,-76.9237,21.81,97,100,2.57,CO,1728833897
384,pitimbu,-7.4706,-34.8086,31.33,64,13,5.35,BR,1728833898
385,celestun,20.8667,-90.4,28.87,62,72,2.8,MX,1728833899
386,faya-largeau,17.9257,19.1043,36.48,9,19,2.98,TD,1728833901
387,prado,-17.3411,-39.2208,28.54,63,56,4.95,BR,1728833902
388,frenda,35.0654,1.0495,30.43,25,51,7.77,DZ,1728833903
389,neryungri,56.6709,124.6491,-5.45,95,100,0.96,RU,1728833747
390,cockburn town,21.4612,-71.1419,29.03,74,89,5.46,TC,1728833906
391,lind,56.1,8.9833,10.9,81,62,1.76,DK,1728833907
392,callao,-12.0667,-77.15,20.16,68,0,3.09,PE,1728833908
393,rabo de peixe,37.8,-25.5833,22.73,94,75,2.06,PT,1728833910
394,tobol,52.6844,62.5794,-2.02,73,5,6.25,KZ,1728833911
395,tolanaro,-25.0319,46.9987,24.04,78,20,9.77,MG,1728833912
396,mirnyy,62.5353,113.9611,-12.18,91,46,2.04,RU,1728833704
397,bardai,11.65,7.2333,31.48,44,95,1.79,NG,1728833915
398,wenzhou,27.9994,120.6668,22.15,87,5,1.2,CN,1728833916
399,yarmouth,41.7057,-70.2286,12.79,77,100,2.06,US,1728833918
400,gemena,3.25,19.7667,24.34,85,97,1.04,CD,1728833919
401,zheleznodorozhnyy,55.7503,38.0042,6.87,37,100,6.1,RU,1728833920
402,hamilton,39.1834,-84.5333,23.84,64,0,7.2,US,1728833922
403,rreshen,41.7675,19.8756,20.6,78,63,0.67,AL,1728833923
404,monastir,35.7833,10.8333,29.99,58,0,5.66,TN,1728833159
405,poso,-1.3959,120.7524,25.34,90,100,1.07,ID,1728833926
406,morehead city,34.7229,-76.726,24.47,58,0,3.09,US,1728833927
407,mendi,-6.1761,143.6513,14.24,99,100,0.27,PG,1728833928
408,adrar,20.5022,-10.0711,34.51,22,100,5.56,MR,1728833930
409,atherton,53.5237,-2.4935,10.5,67,100,0.45,GB,1728833931
410,afaahiti,-17.75,-149.2833,21.93,79,99,7.32,PF,1728833932
411,constitucion,-35.3333,-72.4167,17.07,51,2,4.35,CL,1728833934
412,gundlupet,11.8,76.6833,21.18,91,100,1.89,IN,1728833935
413,muroto-misakicho,33.2833,134.15,23.18,71,67,7.05,JP,1728833936
414,pisco,-13.7,-76.2167,20.03,73,0,3.6,PE,1728833939
415,marka,1.7159,44.7717,25.58,86,71,5.78,SO,1728833941
416,micheweni,-4.9667,39.8333,25.13,83,28,4.17,TZ,1728833942
417,nema,57.5067,50.5011,-0.54,65,4,2.75,RU,1728833943
418,taber,49.8167,-112.1518,5.0,60,11,5.66,CA,1728833945
419,woodlake,37.4211,-77.6793,23.17,66,0,0.45,US,1728833946
420,kapsabet,0.2039,35.105,17.75,82,86,1.44,KE,1728833947
421,papao,-17.75,-149.55,22.82,80,97,6.59,PF,1728833948
422,shingu,33.7333,135.9833,20.11,79,60,2.84,JP,1728833950
423,carbonear,47.7332,-53.2148,13.01,66,54,10.89,CA,1728833951
424,monticello,45.3055,-93.7941,10.48,62,100,10.8,US,1728833953
425,sanctuary point,-35.1114,150.629,14.86,82,100,3.2,AU,1728833954
426,tanumah,27.1,44.1333,29.66,11,0,3.54,SA,1728833955
427,jutai,-5.1833,-68.9,38.94,28,9,1.2,BR,1728833957
428,pikeville,37.4793,-82.5188,23.77,53,0,0.0,US,1728833958
429,mandan,46.8267,-100.8896,6.56,78,0,5.66,US,1728833959
430,souillac,-20.5167,57.5167,23.21,68,75,7.72,MU,1728833961
431,korsakov,46.6328,142.7813,-1.09,65,77,2.6,RU,1728833962
432,ebolowa,2.9,11.15,20.17,99,100,0.94,CM,1728833963
433,horsham,51.064,-0.3272,10.84,71,0,1.54,GB,1728833795
434,nar'yan-mar,67.6713,53.087,1.93,92,14,5.95,RU,1728833966
435,kankaanpaa,61.8,22.4167,7.42,94,100,2.26,FI,1728833719
436,kirakira,-10.4544,161.9205,25.8,86,37,3.36,SB,1728833969
437,sandnessjoen,66.0217,12.6316,10.06,57,75,4.63,NO,1728833970
438,colon,9.3592,-79.9014,27.86,83,100,3.13,PA,1728833973
439,opuwo,-18.0607,13.84,34.48,7,7,5.93,NA,1728833975
440,pangody,65.85,74.4859,1.08,97,100,6.59,RU,1728833928
441,huadian,42.9633,126.7478,14.34,61,100,1.36,CN,1728833732
442,al ghayzah,16.2079,52.176,28.56,63,95,3.77,YE,1728833979
443,mumbwa,-14.9783,27.0619,28.87,26,96,2.21,ZM,1728833981
444,lokhvytsya,50.3678,33.2602,8.91,91,100,2.39,UA,1728833982
445,new norfolk,-42.7826,147.0587,8.17,99,100,1.18,AU,1728833983
446,kudat,6.8837,116.8477,28.96,84,68,1.54,MY,1728833985
447,altai,46.3722,96.2583,0.42,68,0,1.23,MN,1728833859
448,timbuktu,16.7735,-3.0074,40.82,11,11,4.6,ML,1728833987
449,kill devil hills,36.0307,-75.676,24.0,53,0,4.63,US,1728833989
450,loyew,51.9458,30.7953,9.04,94,99,2.55,BY,1728833990
451,sanchursk,56.9413,47.2499,1.97,53,42,3.68,RU,1728833991
452,vorkuta,67.5,64.0,-0.33,93,93,5.41,RU,1728833993
453,smara,26.7384,-11.6719,29.39,38,71,5.14,EH,1728833994
454,novaya ladoga,60.1025,32.3019,7.18,92,100,6.13,RU,1728833996
455,san luis de la loma,17.2706,-100.8939,27.65,70,92,0.53,MX,1728833997
456,manokwari,-0.8667,134.0833,26.53,80,100,1.2,ID,1728833998
457,la'ie,21.6477,-157.9253,24.5,80,83,1.79,US,1728834000
458,sinabang,2.4803,96.3801,24.47,88,100,0.91,ID,1728834001
459,rongelap,11.1635,166.8941,28.21,77,49,6.39,MH,1728834002
460,hassi messaoud,31.6804,6.0729,33.92,27,0,4.12,DZ,1728834004
461,mozarlandia,-14.7447,-50.5706,39.17,24,69,2.18,BR,1728834005
462,black point,-34.6187,137.8972,16.49,68,54,3.76,AU,1728834007
463,thunder bay,48.4001,-89.3168,6.95,81,100,6.17,CA,1728833835
464,mazatlan,23.2167,-106.4167,29.95,81,0,0.89,MX,1728834009
465,bengkulu,-3.8004,102.2655,24.92,91,100,0.74,ID,1728834011
466,mazara del vallo,37.6641,12.588,25.3,89,52,1.96,IT,1728833916
467,yerofey pavlovich,53.9667,121.9667,-0.95,69,100,1.5,RU,1728834013
468,ebon,4.582,168.6964,29.25,68,90,6.43,MH,1728834014
469,lazaro cardenas,17.9583,-102.2,27.56,69,49,1.63,MX,1728834016
470,acapulco de juarez,16.8634,-99.8901,26.9,78,100,2.57,MX,1728834017
471,freetown,8.484,-13.2299,29.84,66,75,4.63,SL,1728834019
472,ierapetra,35.01,25.7353,24.07,69,0,4.53,GR,1728833607
473,dzerzhinskoye,56.8344,95.2283,-3.4,56,100,1.58,RU,1728834021
474,timmins,48.4669,-81.3331,3.9,75,20,2.57,CA,1728834024
475,miandrivazo,-19.5167,45.4667,29.7,44,77,6.2,MG,1728834026
476,trinidad,-14.8333,-64.9,37.99,41,25,4.12,BO,1728834028
477,coari,-4.085,-63.1414,38.63,26,94,1.39,BR,1728834029
478,holualoa,19.6228,-155.9522,21.91,64,100,1.54,US,1728834030
479,kayangel,8.0823,134.7173,28.86,71,35,4.06,PW,1728834032
480,south bay,26.664,-80.7162,28.9,75,84,3.47,US,1728834035
481,al ain city,24.1917,55.7606,32.79,35,0,5.14,AE,1728834036
482,emerald,-23.5333,148.1667,19.08,75,100,6.77,AU,1728834037
483,jonava,55.0833,24.2833,9.03,76,100,3.6,LT,1728834039
484,kalmunai,7.4167,81.8167,24.72,90,100,1.63,LK,1728834040
485,tuxpan,19.55,-103.4,20.3,70,4,1.92,MX,1728834041
486,valley city,46.9233,-98.0032,6.29,87,40,7.72,US,1728834043
487,taltal,-25.4,-70.4833,19.08,67,25,3.44,CL,1728834044
488,great falls,47.5002,-111.3008,5.66,81,0,0.0,US,1728834045
489,puerto aysen,-45.4,-72.7,9.0,98,100,1.75,CL,1728834047
490,shahr-e babak,30.1165,55.1186,21.29,18,1,1.26,IR,1728834048
491,saint-pierre,-21.3393,55.4781,22.27,68,20,8.75,RE,1728834050
492,port macquarie,-31.4333,152.9167,15.6,77,100,1.34,AU,1728834051
493,lesnoy,57.6198,63.0784,-1.62,75,34,2.28,RU,1728834052
494,polyarnyy,69.1989,33.4478,4.44,66,78,8.83,RU,1728834054
495,iwon-up,40.3231,128.6553,16.29,72,100,1.97,KP,1728834055
496,sampao,7.5939,125.6611,23.67,98,56,1.03,PH,1728834056
497,tughyl,47.7252,84.2063,4.07,78,100,1.2,KZ,1728834058
498,fangshan,39.6983,115.9925,16.92,70,81,0.96,CN,1728834059
499,arsk,56.0915,49.8778,1.26,45,5,3.21,RU,1728834060
500,hasaki,35.7333,140.8333,16.22,59,0,6.64,JP,1728834063
501,skikda,36.8762,6.9092,26.1,62,100,1.8,DZ,1728834065
502,zhanaozen,43.3,52.8,8.81,32,0,6.78,KZ,1728834066
503,asino,56.9979,86.1452,-3.74,60,88,1.91,RU,1728834067
504,merizo village,13.2658,144.6691,27.31,79,45,3.26,GU,1728834069
505,kyshtovka,56.555,76.6271,-3.12,64,16,1.81,RU,1728834070
506,damavand,35.7178,52.065,15.59,40,55,1.24,IR,1728834071
507,al 'amarah,31.8406,47.1396,33.15,18,0,0.41,IQ,1728834029
508,lubango,-14.9172,13.4925,25.57,31,46,5.83,AO,1728834074
509,loen,7.7601,168.2307,28.88,73,60,5.93,MH,1728834076
510,labasa,-16.4167,179.3833,23.73,89,99,1.93,FJ,1728834077
511,natal,-5.795,-35.2094,30.36,69,75,7.72,BR,1728834078
512,draganesti,45.7833,27.4667,15.85,60,97,3.22,RO,1728834080
513,gatchina,59.5764,30.1283,6.71,98,100,1.1,RU,1728834081
514,isna,25.2934,32.554,33.8,17,0,4.14,EG,1728834082
515,chelm,51.1431,23.4716,7.72,85,91,9.9,PL,1728834036
516,diego de almagro,-26.3667,-70.05,27.84,15,5,3.68,CL,1728834085
517,kouvola,60.8667,26.7,7.18,88,0,2.57,FI,1728834086
518,yibin,28.7667,104.6238,18.77,89,90,0.25,CN,1728834088
519,khmelnytskyi,49.4216,26.9965,10.25,69,63,3.55,UA,1728833916
520,nemuro,43.3236,145.575,11.21,63,0,5.26,JP,1728834092
521,fairfield,41.2668,-73.3162,17.03,68,40,7.2,US,1728834093
522,queimadas,-10.9783,-39.6264,36.44,21,12,4.24,BR,1728834094
523,east ballina,-28.8667,153.5833,12.67,66,100,1.47,AU,1728834095
524,lapeer,43.0514,-83.3188,12.07,90,100,4.3,US,1728834097
525,gorodishche,48.8045,44.4744,5.49,42,0,9.0,RU,1728834098
526,muntok,-2.0667,105.1833,25.2,88,97,2.78,ID,1728834099
527,hotan,37.0997,79.9269,19.77,16,0,1.53,CN,1728834007
528,usakos,-22.0,15.6,31.14,23,87,12.18,NA,1728834102
529,la roda,39.2167,-2.15,23.85,43,100,5.94,ES,1728834104
530,el campello,38.4288,-0.3977,27.32,70,63,1.79,ES,1728834105
531,kiunga,-6.1219,141.2906,22.94,99,100,0.98,PG,1728834106
532,sao miguel do araguaia,-13.275,-50.1628,37.89,25,98,3.61,BR,1728834108
533,timimoun,29.2639,0.231,39.21,11,0,1.03,DZ,1728833841
534,illizi,26.4833,8.4667,40.89,10,46,3.87,DZ,1728834110
535,baiti,13.745,-14.7482,31.07,63,100,3.61,SN,1728834112
536,valera,9.3178,-70.6036,32.01,50,100,2.62,VE,1728834113
537,dawson creek,55.7666,-120.2362,6.8,61,0,5.14,CA,1728834116
538,tommot,58.9564,126.2925,-2.14,94,100,0.51,RU,1728834117
539,stephenville,32.2207,-98.2023,28.43,31,0,4.63,US,1728834120
540,mahibadhoo,3.7833,72.9667,27.51,80,10,6.15,MV,1728833917
541,mawlaik,23.6333,94.4167,22.63,98,36,0.39,MM,1728834123
542,mudon,16.2578,97.7164,27.03,85,88,0.24,MM,1728834124
543,tandil,-37.3217,-59.1332,23.71,28,22,4.95,AR,1728834125
544,tynda,55.1667,124.7167,-3.31,97,100,1.3,RU,1728834126
545,island harbour,50.724,-1.2758,12.18,66,100,3.58,GB,1728834128
546,benguela,-12.5763,13.4055,25.14,74,19,3.57,AO,1728834129
547,atamyrat,37.8357,65.2106,18.58,39,96,5.33,TM,1728834131
548,huilong,31.8111,121.655,22.13,82,92,4.36,CN,1728834132
549,gisborne,-38.6533,178.0042,10.98,82,100,1.4,NZ,1728834133
550,novyy urgal,51.0736,132.5642,0.69,58,100,0.57,RU,1728834135
551,batticaloa,7.7102,81.6924,25.15,86,100,1.76,LK,1728834009
552,sokoni,-6.4333,39.55,27.92,82,6,5.05,TZ,1728834137
553,bungu,-7.6337,39.0582,23.99,77,25,4.1,TZ,1728834139
554,kindu,-2.95,25.95,27.28,59,89,1.5,CD,1728834140
555,kiratu,-3.3333,35.6667,22.94,34,78,4.78,TZ,1728834141
556,nadym,65.5333,72.5167,1.15,89,100,6.34,RU,1728834143
557,tambacounda,13.7539,-13.7586,33.03,70,20,4.12,SN,1728834144
558,ambon,-3.6954,128.1814,28.82,95,92,1.64,ID,1728834145
559,borkum,53.5809,6.6915,12.74,59,100,13.78,DE,1728834043
560,anatuya,-28.4606,-62.8347,28.55,39,90,4.72,AR,1728834148
561,caleta de carquin,-11.0925,-77.6267,20.6,72,52,4.62,PE,1728834151
562,quirinopolis,-18.4483,-50.4517,34.6,34,94,2.74,BR,1728834152
563,bidur,4.1167,101.2833,24.49,94,100,1.29,MY,1728834153
564,brookings,44.3114,-96.7984,9.14,69,75,9.26,US,1728834155
565,isiolo,0.3546,37.5822,26.49,35,81,8.23,KE,1728834156
566,geraldton,-28.7667,114.6,18.23,63,100,4.63,AU,1728834157
567,necochea,-38.5473,-58.7368,21.95,28,61,1.66,AR,1728834159
568,qui nhon,13.7667,109.2333,24.99,92,57,3.25,VN,1728834160
569,muhos,64.808,25.9931,6.05,94,100,2.95,FI,1728834161
570,ataq,14.5377,46.8319,26.87,36,20,3.19,YE,1728834163
571,verdal,63.7933,11.4817,10.02,77,97,2.19,NO,1728834164
572,corowa,-36.0333,146.3833,13.01,59,100,2.75,AU,1728834165
573,mishelevka,52.8575,103.1719,-4.85,68,9,2.07,RU,1728834166
574,yurgamysh,55.3714,64.4656,-2.73,81,55,1.39,RU,1728834168
575,pacific grove,36.6177,-121.9166,17.99,93,0,2.68,US,1728834169
576,mao,39.8885,4.2658,23.31,83,20,4.12,ES,1728834170
577,bhinmal,25.0,72.25,27.12,64,53,3.94,IN,1728834172
578,dalandzadgad,43.5708,104.425,9.24,53,6,9.24,MN,1728834015
579,madalena,41.2162,-8.3345,24.86,65,16,2.78,PT,1728834174
580,auki,-8.7676,160.7034,24.4,89,10,1.61,SB,1728834176
581,aykhal,66.0,111.5,-18.37,100,95,2.98,RU,1728834177
582,newnham,-41.3833,147.1333,11.53,87,100,4.12,AU,1728834178
583,mary,37.0,62.5,18.81,39,69,4.48,TM,1728834180
584,arno,60.1167,18.6333,10.99,84,100,3.55,SE,1728834181
585,oulainen,64.2667,24.8,4.89,97,100,2.38,FI,1728834182
586,al hazm,16.1641,44.7769,29.36,18,14,4.3,YE,1728834184
587,ouargla,31.9493,5.325,34.04,24,0,6.17,DZ,1728834021
588,kone,-21.0595,164.8658,19.12,81,93,1.78,NC,1728834188
